location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
United States,7/27/2020,4234020,55993,65822.857,146935,475,914.429,12791.499,169.162,198.859,443.909,1.435,2.763,721648,59645462,180.196,2.18,928362,2.805,14.104,0.071,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,7/28/2020,4290263,56243,65750.429,148011,1076,1015,12961.416,169.917,198.64,447.16,3.251,3.066,858917,60504379,182.791,2.595,875627,2.645,13.317,0.075,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,7/29/2020,4351997,61734,64277,149256,1245,1027.143,13147.922,186.506,194.189,450.921,3.761,3.103,849046,61353425,185.356,2.565,846927,2.559,13.176,0.076,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,7/30/2020,4426982,74985,65153.714,150713,1457,1074.714,13374.461,226.539,196.837,455.323,4.402,3.247,984732,62338157,188.331,2.975,840160,2.538,12.895,0.078,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,7/31/2020,4495014,68032,65844.571,152070,1357,1118.286,13579.994,205.533,198.925,459.422,4.1,3.378,961065,63299222,191.235,2.903,849776,2.567,12.906,0.077,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/1/2020,4562037,67023,64215.429,153314,1244,1109.714,13782.479,202.485,194.003,463.181,3.758,3.353,769369,64068591,193.559,2.324,826240,2.496,12.867,0.078,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/2/2020,4620444,58407,63202.429,154447,1133,1141,13958.934,176.455,190.942,466.604,3.423,3.447,582843,64651434,195.32,1.761,818231,2.472,12.946,0.077,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/3/2020,4667955,47511,61990.714,154860,413,1132.143,14102.47,143.537,187.282,467.851,1.248,3.42,683636,65335070,197.385,2.065,812801,2.456,13.112,0.076,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/4/2020,4713562,45607,60471.286,155403,543,1056,14240.255,137.784,182.691,469.492,1.64,3.19,772996,66108066,199.721,2.335,800527,2.418,13.238,0.076,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/5/2020,4771087,57525,59870,156806,1403,1078.571,14414.045,173.79,180.875,473.73,4.239,3.258,875531,66983597,202.366,2.645,804310,2.43,13.434,0.074,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/6/2020,4823891,52804,56701.286,158256,1450,1077.571,14573.572,159.527,171.302,478.111,4.381,3.255,899617,67883214,205.084,2.718,792151,2.393,13.971,0.072,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/7/2020,4883646,59755,55518.857,160104,1848,1147.714,14754.1,180.527,167.729,483.694,5.583,3.467,906491,68789705,207.822,2.739,784355,2.37,14.128,0.071,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/8/2020,4941796,58150,54251.286,161356,1252,1148.857,14929.778,175.678,163.9,487.476,3.782,3.471,818554,69608259,210.295,2.473,791381,2.391,14.587,0.069,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/9/2020,4998017,56221,53939,162425,1069,1139.714,15099.628,169.851,162.956,490.706,3.23,3.443,715312,70323571,212.456,2.161,810305,2.448,15.023,0.067,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/10/2020,5044864,46847,53844.143,162938,513,1154,15241.159,141.531,162.67,492.256,1.55,3.486,783305,71106876,214.823,2.366,824544,2.491,15.314,0.065,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/11/2020,5094394,49530,54404.571,163461,523,1151.143,15390.795,149.636,164.363,493.836,1.58,3.478,948034,72054910,217.687,2.864,849549,2.567,15.615,0.064,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/12/2020,5141207,46813,52874.286,164537,1076,1104.429,15532.223,141.428,159.74,497.087,3.251,3.337,950009,73004919,220.557,2.87,860189,2.599,16.269,0.061,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/13/2020,5197148,55941,53322.429,166027,1490,1110.143,15701.228,169.005,161.094,501.588,4.501,3.354,1038382,74043301,223.694,3.137,880012,2.659,16.504,0.061,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/14/2020,5248242,51094,52085.143,167110,1083,1000.857,15855.589,154.361,157.356,504.86,3.272,3.024,969588,75012889,226.623,2.929,889026,2.686,17.069,0.059,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/15/2020,5313080,64838,53040.571,168446,1336,1012.857,16051.473,195.884,160.242,508.896,4.036,3.06,841256,75854145,229.165,2.542,892269,2.696,16.822,0.059,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/16/2020,5361165,48085,51878.286,169481,1035,1008,16196.744,145.271,156.731,512.023,3.127,3.045,618836,76472981,231.034,1.87,878487,2.654,16.934,0.059,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/17/2020,5403269,42104,51200.714,170052,571,1016.286,16323.945,127.201,154.684,513.748,1.725,3.07,664832,77137813,233.043,2.009,861562,2.603,16.827,0.059,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/18/2020,5438325,35056,49133,170497,445,1005.143,16429.854,105.909,148.437,515.093,1.344,3.037,840212,77978025,235.581,2.538,846159,2.556,17.222,0.058,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/19/2020,5482416,44091,48744.143,171821,1324,1040.571,16563.058,133.204,147.262,519.093,4,3.144,954032,78932057,238.464,2.882,846734,2.558,17.371,0.058,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/20/2020,5529842,47426,47527.714,173177,1356,1021.429,16706.338,143.28,143.587,523.189,4.097,3.086,942468,79874525,241.311,2.847,833032,2.517,17.527,0.057,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/21/2020,5573847,44005,46515,174255,1078,1020.714,16839.282,132.945,140.528,526.446,3.257,3.084,914645,80789170,244.074,2.763,825183,2.493,17.74,0.056,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/22/2020,5623727,49880,44378.143,175406,1151,994.286,16989.976,150.694,134.072,529.923,3.477,3.004,769452,81558622,246.399,2.325,814925,2.462,18.363,0.054,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/23/2020,5668105,44378,43848.571,176362,956,983,17124.047,134.071,132.472,532.811,2.888,2.97,599121,82157743,248.209,1.81,812109,2.453,18.521,0.054,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/24/2020,5702611,34506,42763.143,176806,444,964.857,17228.294,104.247,129.193,534.153,1.341,2.915,627239,82784982,250.104,1.895,806738,2.437,18.865,0.053,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/25/2020,5740909,38298,43226.286,177279,473,968.857,17343.997,115.703,130.592,535.582,1.429,2.927,846430,83631412,252.661,2.557,807627,2.44,18.684,0.054,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/26/2020,5779028,38119,42373.143,178486,1207,952.143,17459.159,115.162,128.015,539.228,3.646,2.877,899124,84530536,255.377,2.716,799783,2.416,18.875,0.053,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/27/2020,5821876,42848,41719.143,179714,1228,933.857,17588.609,129.449,126.039,542.938,3.71,2.821,813149,85343685,257.834,2.457,781309,2.36,18.728,0.053,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/28/2020,5867785,45909,41991.143,180824,1110,938.429,17727.305,138.697,126.86,546.292,3.353,2.835,1100463,86444148,261.158,3.325,807854,2.441,19.239,0.052,tests performed,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/29/2020,5917439,49654,41958.857,181773,949,909.571,17877.316,150.011,126.763,549.159,2.867,2.748,833721,87277869,263.677,2.519,817035,2.468,19.472,0.051,tests performed,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/30/2020,5961582,44143,41925.286,182779,1006,916.714,18010.678,133.361,126.661,552.198,3.039,2.77,595352,87873221,265.476,1.799,816497,2.467,19.475,0.051,tests performed,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,8/31/2020,5997163,35581,42078.857,183069,290,894.714,18118.172,107.495,127.125,553.074,0.876,2.703,660840,88534061,267.472,1.996,821297,2.481,19.518,0.051,tests performed,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,9/1/2020,6031013,33850,41443.429,183598,529,902.714,18220.437,102.265,125.206,554.672,1.598,2.727,802467,89336528,269.897,2.424,815017,2.462,19.666,0.051,tests performed,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,9/2/2020,6075652,44639,42374.857,184689,1091,886.143,18355.297,134.86,128.02,557.968,3.296,2.677,887758,90224286,272.579,2.682,813393,2.457,19.195,0.052,tests performed,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,9/3/2020,6114406,38754,41790,185744,1055,861.429,18472.378,117.081,126.253,561.156,3.187,2.602,677024,90901310,274.624,2.045,793946,2.399,18.998,0.053,tests performed,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,9/4/2020,6150655,36249,40410,186797,1053,853.286,18581.891,109.513,122.084,564.337,3.181,2.578,611525,91512835,276.472,1.847,724098,2.188,17.919,0.056,tests performed,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,9/5/2020,6201726,51071,40612.429,187765,968,856,18736.182,154.292,122.695,567.261,2.924,2.586,,,,,,,,,,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,9/6/2020,6245866,44140,40612,188538,773,822.714,18869.535,133.352,122.694,569.597,2.335,2.486,,,,,,,,,,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,9/7/2020,6276421,30555,39894,188941,403,838.857,18961.845,92.31,120.525,570.814,1.218,2.534,,,,,,,,,,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
United States,9/8/2020,6300671,24250,38522.571,189208,267,801.429,19035.108,73.262,116.381,571.621,0.807,2.421,,,,,,,,,,,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86
